customer_id,sex_at_birth,occupation,employment_type,education,completed_years_of_education,marital_status,relationship_in_household,race,country,type_of_client,quantity,total_spending,total_invoice
1902610957,M,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,11,27.22,2
1903331757,M,Sales,Private,Bachelors,13,Divorced,Unmarried,White,America,NULL,75,181.75,13
1904100545,F,Sales,Private,Some-college,10,Never-married,Own-child,White,America,Wholesaler,87,199.60,31
1904614197,M,Other-service,Private,11th,7,Never-married,Own-child,White,America,NULL,35,118.63,15
1908193390,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Rest_world,NULL,140,668.95,19
1908581868,F,Exec-managerial,Private,Some-college,10,Never-married,Own-child,White,America,NULL,40,171.80,19
1914580660,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,America,NULL,48,160.71,21
1915104009,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,293,530.01,25
1915451141,M,Adm-clerical,Private,Bachelors,13,Never-married,Not-in-family,White,Rest_world,NULL,891,1762.61,125
1915962913,F,Tech-support,Private,Masters,14,Divorced,Unmarried,Black,America,NULL,538,1308.52,30
1916898563,M,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,83,248.75,18
1920321664,M,Other-service,Private,Assoc-voc,11,Never-married,Own-child,White,America,Wholesaler,72,278.73,15
1921925941,F,Sales,Private,10th,6,Separated,Unmarried,Black,America,NULL,-1,-30.19,1
1922732478,M,Prof-specialty,State-gov,Prof-school,15,Married-civ-spouse,Husband,Black,America,NULL,79,187.31,22
1922770269,M,Other-service,Private,Bachelors,13,Never-married,Unmarried,White,Rest_world,Wholesaler,527,2417.68,36
1922783554,F,Adm-clerical,Federal-gov,Some-college,10,Married-civ-spouse,Wife,White,America,Wholesaler,298,835.96,54
1923689735,M,Machine-op-inspct,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,127,327.44,19
1925802697,M,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,Rest_world,NULL,177,550.77,53
1925810570,F,Prof-specialty,Local-gov,Masters,14,Divorced,Unmarried,White,America,NULL,17,75.85,4
1926390442,F,Other-service,Private,Some-college,10,Divorced,Unmarried,White,America,NULL,21,89.05,7
1926722978,M,Craft-repair,Private,11th,7,Never-married,Own-child,White,America,NULL,164,544.18,23
1929583550,M,Other-service,Private,9th,5,Never-married,Own-child,White,America,Wholesaler,33,142.90,7
1930019422,M,Tech-support,Private,Bachelors,13,Never-married,Not-in-family,White,Rest_world,NULL,76,231.20,11
1932421074,M,?,?,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,40,118.77,9
1934812497,M,Craft-repair,Private,HS-grad,9,Separated,Not-in-family,White,Rest_world,NULL,15,-178.37,9
1936969794,M,Prof-specialty,Private,Prof-school,15,Married-civ-spouse,Husband,White,America,NULL,173,325.95,26
1938538586,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,358,657.31,106
1941652412,F,Adm-clerical,Federal-gov,HS-grad,9,Divorced,Unmarried,White,America,Wholesaler,696,870.58,21
1942658134,M,Handlers-cleaners,Private,12th,8,Never-married,Own-child,Black,America,NULL,129,538.57,16
1944096098,M,Other-service,Private,HS-grad,9,Married-spouse-absent,Not-in-family,White,America,NULL,384,326.40,1
1944220592,F,Adm-clerical,Private,Assoc-acdm,12,Never-married,Not-in-family,Black,America,Personal,494,1587.25,48
1944828217,M,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,1616,2145.56,23
1946494696,F,Exec-managerial,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,3,3.75,1
1948472715,F,Sales,Self-emp-not-inc,HS-grad,9,Widowed,Not-in-family,White,America,Wholesaler,168,366.81,50
1949165042,M,Handlers-cleaners,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,221,207.38,3
1949251146,M,Transport-moving,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,3293,4660.77,26
1949518610,M,Farming-fishing,Private,12th,8,Never-married,Not-in-family,Black,America,Wholesaler,2060,4618.91,101
1950149300,F,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,Rest_world,NULL,78,352.95,21
1950832263,F,Handlers-cleaners,Private,HS-grad,9,Never-married,Own-child,White,America,Wholesaler,215,216.01,91
1950895752,M,Machine-op-inspct,Private,HS-grad,9,Never-married,Not-in-family,Other,America,Wholesaler,102,300.83,21
1950903642,M,Farming-fishing,Private,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,84,275.67,23
1951292319,M,Farming-fishing,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,135,346.57,42
1952443797,M,Adm-clerical,Private,Bachelors,13,Divorced,Not-in-family,White,America,NULL,33,173.03,28
1952910778,M,Sales,Private,12th,8,Married-civ-spouse,Husband,White,America,Wholesaler,472,1140.20,24
1955414141,F,Other-service,Private,12th,8,Never-married,Unmarried,White,America,NULL,20,41.60,5
1955513074,M,Exec-managerial,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,67,448.42,8
1955692273,M,Machine-op-inspct,Private,12th,8,Never-married,Other-relative,White,America,NULL,422,164.44,13
1957190425,F,Exec-managerial,Private,HS-grad,9,Divorced,Unmarried,White,America,NULL,30,135.93,5
1958247383,M,Craft-repair,Private,HS-grad,9,Never-married,Unmarried,White,America,NULL,193,507.61,56
1959047596,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,41841,34537.05,39
1959507312,M,Exec-managerial,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,46,212.37,16
1963738139,M,Handlers-cleaners,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Personal,2681,6881.90,15
1964284408,F,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Wife,White,America,NULL,120,521.62,37
1966598456,M,Prof-specialty,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,207,472.80,11
1968494626,F,Prof-specialty,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,459,847.63,73
1968651490,F,Machine-op-inspct,Private,HS-grad,9,Divorced,Unmarried,White,America,NULL,505,1462.77,34
1968837819,M,Transport-moving,Private,11th,7,Married-civ-spouse,Husband,White,America,NULL,1080,1641.30,107
1969409776,M,Exec-managerial,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,1765,3821.69,19
1970158603,M,Exec-managerial,Self-emp-inc,Masters,14,Divorced,Unmarried,Asian-Pac-Islander,Rest_world,Wholesaler,22,56.59,6
1972498310,F,Other-service,Private,HS-grad,9,Married-civ-spouse,Wife,White,America,NULL,325,1122.25,34
1972776030,F,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Wife,White,America,NULL,460,1346.98,103
1973190766,M,Tech-support,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,74,217.29,22
1974391849,M,Exec-managerial,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,618,926.75,17
1975621637,M,Exec-managerial,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,12,59.40,2
1977690807,M,Exec-managerial,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,296,444.11,32
1978338679,F,Machine-op-inspct,Private,HS-grad,9,Divorced,Not-in-family,White,Rest_world,NULL,22,130.17,6
1980466024,M,Transport-moving,Private,Some-college,10,Married-spouse-absent,Not-in-family,White,America,NULL,835,844.49,21
1980782983,M,Farming-fishing,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,276,799.08,17
1981547514,F,Adm-clerical,Private,Bachelors,13,Married-civ-spouse,Wife,White,America,NULL,-63,103.97,19
1982119173,F,Prof-specialty,Private,Bachelors,13,Divorced,Not-in-family,White,America,NULL,521,2362.56,84
1982265191,M,Exec-managerial,Private,Masters,14,Married-civ-spouse,Husband,White,America,NULL,175,500.62,64
1982496328,M,Protective-serv,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,America,Wholesaler,326,633.54,47
1983851710,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,203,305.65,28
1984022073,F,Adm-clerical,Local-gov,Some-college,10,Never-married,Not-in-family,Asian-Pac-Islander,Rest_world,NULL,153,378.07,16
1986215864,F,Prof-specialty,Federal-gov,Assoc-voc,11,Never-married,Not-in-family,White,America,NULL,54,275.75,28
1986540227,M,Craft-repair,Private,Some-college,10,Married-civ-spouse,Husband,Asian-Pac-Islander,America,NULL,32,69.73,10
1987291137,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,Rest_world,NULL,7,7.42,1
1988538590,M,Exec-managerial,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,207,503.40,51
1988973325,M,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,America,Wholesaler,71,161.62,25
1989562772,M,Prof-specialty,Private,HS-grad,9,Divorced,Not-in-family,White,America,Wholesaler,135,276.03,12
1989570977,F,Prof-specialty,Private,Bachelors,13,Widowed,Not-in-family,White,America,Wholesaler,65,188.37,14
1990141892,F,Farming-fishing,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,15,35.85,5
1991088768,M,Other-service,Self-emp-not-inc,10th,6,Married-civ-spouse,Husband,White,America,NULL,147,578.95,42
1991758131,M,?,?,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,135,913.93,9
1991895768,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,67,233.39,34
1992699964,M,Transport-moving,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,161,536.79,48
1992918528,F,Other-service,Private,10th,6,Never-married,Own-child,White,America,NULL,100,179.00,1
1993200323,M,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,90,309.24,19
1993478842,F,Other-service,Local-gov,HS-grad,9,Widowed,Unmarried,White,America,Personal,249,634.09,50
1993479220,F,Other-service,Private,7th-8th,4,Widowed,Not-in-family,Black,America,NULL,301,358.03,28
1994661867,F,Prof-specialty,Local-gov,Masters,14,Never-married,Not-in-family,White,America,NULL,208,521.60,13
1996561596,F,Farming-fishing,Private,10th,6,Widowed,Unmarried,White,America,NULL,20,25.11,13
1997770642,M,Exec-managerial,Private,HS-grad,9,Never-married,Own-child,White,America,Wholesaler,73,407.37,16
1999376970,M,Other-service,Private,Some-college,10,Divorced,Not-in-family,Black,America,Wholesaler,1511,2427.05,4
1999532764,M,Craft-repair,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,America,NULL,20,70.02,6
1999839845,M,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,America,Wholesaler,202,508.13,20
2004600282,F,Adm-clerical,State-gov,Some-college,10,Divorced,Not-in-family,Black,America,NULL,-161,-208.78,11
2004879269,M,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,1352,1464.58,31
2007690282,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,America,NULL,436,737.04,106
2008451660,M,Machine-op-inspct,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,16,52.56,11
2009059472,F,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,America,Wholesaler,420,319.52,31
2009550588,F,Adm-clerical,Private,Some-college,10,Divorced,Unmarried,Black,America,NULL,209,281.26,24
2011097978,F,Adm-clerical,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,483,872.76,92
2011309759,M,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,60,182.80,16
2014093096,F,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Wife,White,America,NULL,97,276.19,29
2015307960,M,Farming-fishing,Private,5th-6th,3,Never-married,Other-relative,Black,America,NULL,979,1130.74,50
2017944842,M,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,456,1248.59,28
2019689921,M,Craft-repair,Private,HS-grad,9,Never-married,Own-child,White,America,Wholesaler,6922,8941.16,18
2020959197,F,Sales,Private,HS-grad,9,Widowed,Not-in-family,White,America,NULL,974,1706.11,31
2022300912,F,Prof-specialty,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,90,232.03,43
2024586212,F,Sales,Private,Some-college,10,Married-civ-spouse,Wife,Asian-Pac-Islander,Rest_world,NULL,-18,-289.15,6
2024879814,M,Adm-clerical,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,America,NULL,32,78.80,10
2025279489,M,Prof-specialty,State-gov,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,164,239.64,7
2026004285,M,Craft-repair,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,Wholesaler,38,115.86,17
2027106960,M,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,Rest_world,NULL,103,403.60,35
2032559320,F,?,?,HS-grad,9,Divorced,Not-in-family,Black,America,NULL,127,260.54,29
2032946998,M,Adm-clerical,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Rest_world,NULL,128,433.56,15
2033865152,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,18,52.03,5
2034058124,M,Farming-fishing,Private,Assoc-acdm,12,Married-civ-spouse,Husband,Asian-Pac-Islander,America,NULL,100,243.24,18
2037102964,F,Priv-house-serv,Private,9th,5,Never-married,Unmarried,White,Rest_world,NULL,181,563.93,20
2037876137,M,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,31,61.49,4
2039289589,M,Other-service,Self-emp-not-inc,Some-college,10,Divorced,Unmarried,White,America,Wholesaler,886,1856.65,67
2039599995,M,Craft-repair,Private,11th,7,Married-civ-spouse,Husband,White,America,NULL,104,395.53,20
2040581953,M,Sales,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Husband,White,America,NULL,0,0.00,1
2041379735,F,?,?,Bachelors,13,Married-civ-spouse,Wife,White,America,Wholesaler,86,289.99,20
2041957075,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,3946,8024.08,208
2044175587,M,Adm-clerical,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,908,2225.00,43
2047414784,M,Tech-support,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,2227,1385.21,27
2048048622,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,4065,6130.89,19
2049264617,F,Tech-support,Federal-gov,Some-college,10,Married-civ-spouse,Wife,White,America,Wholesaler,239,629.03,98
2049792359,M,Protective-serv,Local-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,114,207.83,22
2050113947,M,Protective-serv,Local-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,29,112.93,15
2051615337,M,Protective-serv,Local-gov,Bachelors,13,Never-married,Own-child,White,America,NULL,197,705.17,14
2051630602,M,Other-service,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,17,41.99,3
2052502928,M,Sales,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,204,221.47,7
2052755445,F,Other-service,Local-gov,HS-grad,9,Never-married,Unmarried,Black,America,NULL,126,256.40,39
2054669555,M,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,1836,3342.75,28
2055132351,M,Craft-repair,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,29,76.04,12
2055611361,M,?,?,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,37,65.63,9
2056972401,M,Adm-clerical,Private,Some-college,10,Never-married,Other-relative,White,America,Wholesaler,107,336.53,11
2057414322,M,Other-service,Private,HS-grad,9,Never-married,Other-relative,White,America,NULL,2357,5905.21,184
2057945199,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,America,NULL,248,632.36,24
2058532627,F,Other-service,Private,HS-grad,9,Divorced,Not-in-family,White,America,Wholesaler,76,188.01,25
2058952587,F,Prof-specialty,Private,Bachelors,13,Divorced,Not-in-family,White,America,NULL,69,248.30,25
2059521709,M,Craft-repair,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,452,1700.70,75
2060786326,M,Other-service,Private,Some-college,10,Never-married,Other-relative,Asian-Pac-Islander,Rest_world,NULL,288,207.36,1
2061333826,F,Tech-support,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,234,646.66,18
2062956784,M,Craft-repair,Private,Assoc-acdm,12,Never-married,Not-in-family,White,America,NULL,89,322.20,67
2063025928,F,?,?,10th,6,Never-married,Own-child,White,America,Wholesaler,389,541.01,191
2063843305,M,Armed-Forces,Federal-gov,12th,8,Married-civ-spouse,Husband,White,America,NULL,17,90.15,3
2066169575,M,Other-service,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,45,237.34,13
2069934167,M,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,121,191.79,27
2072780438,M,Exec-managerial,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,15,51.75,4
2075693061,M,Craft-repair,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,Personal,364,918.98,46
2075936221,F,Sales,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,88,486.31,29
2076095609,F,Adm-clerical,Private,Masters,14,Never-married,Unmarried,White,America,NULL,-1,-1592.49,1
2077109730,F,Sales,Private,Some-college,10,Never-married,Own-child,White,America,Wholesaler,179,509.08,68
2077848064,M,Craft-repair,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,America,NULL,68,163.55,36
2078540284,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,Rest_world,NULL,689,1233.25,31
2078726130,F,Exec-managerial,Self-emp-inc,Masters,14,Divorced,Not-in-family,Black,America,NULL,1212,1362.23,22
2078791012,F,Exec-managerial,State-gov,Some-college,10,Divorced,Not-in-family,White,America,NULL,290,698.62,28
2083054077,F,Adm-clerical,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,56,162.50,14
2083502102,M,Craft-repair,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,0,715.50,1
2083745538,M,Adm-clerical,Private,HS-grad,9,Never-married,Own-child,White,America,Personal,52,229.88,9
2084220702,F,Exec-managerial,Local-gov,Some-college,10,Never-married,Unmarried,Black,America,NULL,971,2040.15,28
2088022970,M,?,?,Some-college,10,Married-spouse-absent,Not-in-family,White,America,NULL,160,542.37,52
2088538125,M,Craft-repair,Private,Assoc-voc,11,Divorced,Unmarried,White,America,Personal,434,1214.52,39
2088973687,M,Transport-moving,Private,HS-grad,9,Divorced,Not-in-family,White,America,Wholesaler,747,1635.65,51
2090171435,M,Protective-serv,State-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,254,588.20,128
2094791949,M,Sales,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,44,154.26,19
2095539502,F,?,?,HS-grad,9,Widowed,Other-relative,White,America,NULL,57,163.45,19
2097803268,F,Adm-clerical,State-gov,Some-college,10,Divorced,Unmarried,White,America,NULL,271,631.69,24
2097808126,M,Other-service,Private,Some-college,10,Never-married,Own-child,Black,America,NULL,554,980.73,46
2099861322,M,Farming-fishing,Private,HS-grad,9,Divorced,Not-in-family,Black,America,Wholesaler,90,228.95,44
2101906460,M,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,67,226.71,20
2101920287,M,Prof-specialty,Self-emp-not-inc,Some-college,10,Never-married,Own-child,White,America,Wholesaler,972,1757.05,70
2102396126,M,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,1924,5980.50,47
2104192455,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,America,NULL,1,3.75,1
2109251901,M,Machine-op-inspct,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,398,1029.73,57
2113128992,F,Priv-house-serv,Private,9th,5,Never-married,Not-in-family,Black,America,NULL,184,830.00,25
2113747216,F,Prof-specialty,Private,Assoc-acdm,12,Never-married,Not-in-family,White,America,NULL,2003,3475.05,95
2115347078,M,Prof-specialty,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,23,143.65,9
2115842891,F,?,?,Some-college,10,Widowed,Unmarried,White,America,Wholesaler,211,538.33,60
2116067881,M,Other-service,Private,11th,7,Married-civ-spouse,Husband,Black,America,NULL,100,204.68,37
2116668767,F,Tech-support,Local-gov,HS-grad,9,Divorced,Unmarried,White,America,NULL,779,1693.71,27
2116747603,M,Other-service,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,43,85.27,17
2117208453,M,Transport-moving,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,America,NULL,326,512.23,14
2119613870,M,Craft-repair,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,111,318.50,23
2123991346,F,Adm-clerical,Private,HS-grad,9,Divorced,Unmarried,White,America,NULL,160,223.36,6
2127174143,M,Sales,Private,Bachelors,13,Never-married,Not-in-family,White,America,Wholesaler,2310,5729.16,82
2131599073,M,Craft-repair,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,765,1549.95,139
2132725700,F,Tech-support,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,America,NULL,176,957.23,42
2132933198,M,Prof-specialty,Private,Masters,14,Married-civ-spouse,Husband,White,Rest_world,NULL,194,513.62,42
2136768709,M,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,Wholesaler,363,980.45,76
2137239688,F,Adm-clerical,Private,Bachelors,13,Never-married,Not-in-family,Black,America,NULL,426,873.70,23
2140057797,F,Exec-managerial,Local-gov,Masters,14,Divorced,Not-in-family,White,America,NULL,3,6.85,3
2140363754,M,Prof-specialty,State-gov,Masters,14,Married-civ-spouse,Husband,White,America,Wholesaler,1242,3109.05,42
2141217245,F,Exec-managerial,Private,Assoc-voc,11,Never-married,Own-child,White,America,Personal,18,81.40,3
2141326904,F,Tech-support,State-gov,Some-college,10,Never-married,Unmarried,Black,America,NULL,30,65.54,16
2141345826,M,Craft-repair,Private,Some-college,10,Married-civ-spouse,Own-child,White,America,NULL,31,42.51,7
2142610228,M,Other-service,Private,Some-college,10,Never-married,Own-child,White,America,NULL,44,139.35,19
2142760477,M,Farming-fishing,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,127,259.34,17
2143635624,M,Machine-op-inspct,State-gov,Bachelors,13,Never-married,Not-in-family,White,America,NULL,75,186.49,15
2144033412,M,Exec-managerial,Private,Masters,14,Married-civ-spouse,Husband,White,America,NULL,144,323.43,39
2145528814,F,Tech-support,Private,Bachelors,13,Married-civ-spouse,Wife,White,America,NULL,62,184.45,21
2149233799,F,Exec-managerial,Private,Masters,14,Married-civ-spouse,Wife,White,America,NULL,45,104.64,13
2151455470,M,Exec-managerial,Local-gov,Masters,14,Married-civ-spouse,Husband,White,America,NULL,1450,3488.46,42
2152876970,F,Other-service,Private,11th,7,Never-married,Own-child,Black,America,NULL,83,144.39,15
2153572437,M,Exec-managerial,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,America,Wholesaler,44,68.44,16
2154312354,M,Sales,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,-12,-35.40,1
2155742714,M,Other-service,Private,Some-college,10,Never-married,Not-in-family,White,America,Wholesaler,438,693.09,115
2156634738,M,Tech-support,Local-gov,Assoc-voc,11,Never-married,Not-in-family,White,America,NULL,126,156.84,60
2159024911,M,Adm-clerical,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,634,1764.61,31
2159783525,F,Exec-managerial,Private,Some-college,10,Divorced,Own-child,Black,America,Wholesaler,752,1712.89,55
2160855084,M,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,64,108.46,23
2161053282,M,Exec-managerial,Federal-gov,Some-college,10,Never-married,Not-in-family,White,America,NULL,20,54.80,3
2161233738,M,Prof-specialty,Local-gov,Bachelors,13,Never-married,Own-child,Black,Rest_world,NULL,69,142.80,29
2161444950,M,Farming-fishing,Private,HS-grad,9,Never-married,Not-in-family,White,America,Personal,335,453.98,67
2161800776,M,Machine-op-inspct,Private,Some-college,10,Never-married,Own-child,White,America,NULL,95,127.57,45
2161874325,M,Craft-repair,Private,9th,5,Never-married,Not-in-family,White,Rest_world,Personal,31,113.82,24
2161966550,M,Exec-managerial,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,129,238.72,36
2164112549,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Personal,24,74.20,11
2164170040,F,Transport-moving,Private,HS-grad,9,Never-married,Unmarried,White,America,NULL,79,201.91,26
2167138574,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,83,141.74,37
2167161716,F,Adm-clerical,State-gov,HS-grad,9,Separated,Unmarried,White,America,Wholesaler,120,128.57,20
2167415827,F,Adm-clerical,Private,11th,7,Never-married,Other-relative,White,America,NULL,131,195.94,25
2167785262,M,Farming-fishing,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,45,87.46,14
2171569616,F,Prof-specialty,Local-gov,Masters,14,Widowed,Unmarried,Black,America,NULL,9,24.75,4
2172031798,F,Other-service,Self-emp-not-inc,HS-grad,9,Divorced,Unmarried,White,America,NULL,414,812.15,61
2173389611,F,?,?,9th,5,Divorced,Not-in-family,White,America,NULL,76,201.08,22
2174299254,M,Exec-managerial,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,47,136.77,20
2174325043,M,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,137,480.43,17
2174425889,M,Handlers-cleaners,Private,11th,7,Never-married,Own-child,White,America,NULL,1475,2383.86,178
2174874245,M,Protective-serv,Local-gov,Some-college,10,Separated,Own-child,Other,America,NULL,131,177.85,59
2178172674,F,Prof-specialty,Local-gov,Bachelors,13,Divorced,Not-in-family,Black,America,NULL,12,91.80,4
2180350431,M,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,1171,1833.15,83
2182319262,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,41,208.92,16
2183771102,M,Other-service,Private,HS-grad,9,Married-civ-spouse,Own-child,White,America,NULL,152,309.19,32
2184877766,F,?,?,12th,8,Never-married,Own-child,Other,America,NULL,583,1115.22,86
2186438169,M,Sales,Self-emp-not-inc,HS-grad,9,Widowed,Not-in-family,White,America,NULL,809,1479.70,92
2187322941,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,155,217.33,75
2187491702,F,Transport-moving,Private,Some-college,10,Never-married,Own-child,White,America,NULL,79,441.05,12
2190843481,F,Sales,Private,Some-college,10,Married-civ-spouse,Wife,White,America,NULL,1436,2327.69,98
2191266222,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,567,1464.57,51
2192333325,M,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,America,Wholesaler,620,1304.80,38
2195777493,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,Rest_world,NULL,67,72.89,47
2195998431,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,America,NULL,288,305.28,2
2198388563,M,Prof-specialty,Private,Masters,14,Married-civ-spouse,Husband,White,Rest_world,Wholesaler,352,1001.98,24
2199374336,M,Exec-managerial,State-gov,Some-college,10,Never-married,Own-child,White,America,NULL,398,1104.99,158
